Group,ImageSet,File,Category,allsubjects_valence_mean,allsubjects_valence_sd,allsubjects_arousal_mean,allsubjects_arousal_sd,allsubjects_craving_mean,allsubjects_craving_sd,allsubjects_typicality_mean,allsubjects_typicality_sd,allsubjects_FractionNeither,allsubjects_FractionMeth,allsubjects_FractionOpioid,allsubjects_FractionBoth,allsubjects_MethToOpioid,injectionusers_valence_mean,injectionusers_valence_sd,injectionusers_arousal_mean,injectionusers_arousal_sd,injectionusers_craving_mean,injectionusers_craving_sd,injectionusers_typicality_mean,injectionusers_typicality_sd,injectionusers_FractionNeither,injectionusers_FractionMeth,injectionusers_FractionOpioid,injectionusers_FractionBoth,injectionusers_MethToOpioid,noninjectionusers_valence_mean,noninjectionusers_valence_sd,noninjectionusers_arousal_mean,noninjectionusers_arousal_sd,noninjectionusers_craving_mean,noninjectionusers_craving_sd,noninjectionusers_typicality_mean,noninjectionusers_typicality_sd,noninjectionusers_FractionNeither,noninjectionusers_FractionMeth,noninjectionusers_FractionOpioid,noninjectionusers_FractionBoth,noninjectionusers_MethToOpioid,hue_mean,hue_sd,saturation_mean,saturation_sd,value_mean,value_sd,p_cravingdelta_injectionVnon,selection_cost,category_number,selected,in_set,IAPS,desc,valsd,arosd,dom1mn,dom1sd,dom2mn,dom2sd,set,rajita_used,possible_option,selection_group
opioid Slide108.jpeg,opioid,Slide108.jpeg,opioid_face_activities,4.07,1.88,4.59,2.63,86.26,19.21,84.52,21.41,0,0.11111,0.40741,0.48148,0.2963,4.25,1.888,4.95,2.65,87.9,18.29,85.2,21.54,0,0.05,0.45,0.5,0.4,3.57,1.902,3.57,2.51,81.57,22.49,82.57,22.6,0,0.28571,0.28571,0.4286,0,0.101,0.15,0.155,0.163,0.703,0.226,0.51927,0.467035,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide076.jpeg,opioid,Slide076.jpeg,opioid_instrument_hand,4.36,1.929,4.75,2.81,92.79,11.62,94.14,10.91,0,0.10714,0.07143,0.82143,-0.03571,4.38,1.884,5.1,2.68,92.1,12.96,93.57,12.14,0,0.04762,0.09524,0.85714,0.04762,4.29,2.215,3.71,3.15,94.86,6.47,95.86,6.34,0,0.28571,0,0.7143,-0.28571,0.367,0.161,0.135,0.139,0.46,0.238,0.46795,0.471714,4,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide070.jpeg,opioid,Slide070.jpeg,opioid_instrument_hand,4.44,2.063,4.85,3.02,88.85,14.81,89.7,16.01,0,0.14815,0.07407,0.77778,-0.07407,4.75,1.86,5.1,2.85,87.7,16.77,88.2,18.15,0,0.05,0.05,0.9,0,3.57,2.507,4.14,3.63,92.14,6.49,94,6.19,0,0.42857,0.14286,0.4286,-0.28571,0.396,0.327,0.133,0.093,0.523,0.214,0.33119,0.483834,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide022.jpeg,control,Slide022.jpeg,control_objects_hand,5.04,1.055,2.7,2.15,18.19,28.57,15,24.05,0.96296,0,0.03704,0,0.03704,4.9,1.021,2.65,1.98,11.15,20.24,11.25,20.1,1,0,0,0,0,5.43,1.134,2.86,2.73,38.29,40.04,25.71,32.36,0.85714,0,0.14286,0,0.14286,0.302,0.352,0.316,0.174,0.416,0.3,0.12889,0.484516,2,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide027.jpeg,control,Slide027.jpeg,control_objects_hand,5.04,0.437,2.89,2.17,19.67,32.16,12.63,22.41,0.96296,0,0.03704,0,0.03704,4.95,0.224,2.8,1.96,21,33.49,11.25,20.11,1,0,0,0,0,5.29,0.756,3.14,2.85,15.86,30.12,16.57,29.52,0.85714,0,0.14286,0,0.14286,0.082,0.041,0.429,0.133,0.743,0.193,0.71264,0.486214,2,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide101.jpeg,control,Slide101.jpeg,control_tool_face,4.93,1.386,2.46,1.99,14.32,25.2,14.89,24.89,1,0,0,0,0,4.9,1.609,2.24,1.81,12.24,21.64,13.38,21.37,1,0,0,0,0,5,0,3.14,2.48,20.57,35.17,19.43,35.11,1,0,0,0,0,0.393,0.265,0.305,0.195,0.591,0.259,0.57186,0.491355,6,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide113.jpeg,opioid,Slide113.jpeg,opioid_face_activities,4.39,1.729,4.46,2.83,93.11,11.47,94.11,10.35,0,0.03571,0.42857,0.53571,0.39286,4.52,1.632,4.71,2.65,92.48,12.85,93.52,11.61,0,0,0.52381,0.47619,0.52381,4,2.082,3.71,3.45,95,6.03,95.86,5.27,0,0.14286,0.14286,0.7143,0,0.254,0.338,0.13,0.187,0.301,0.342,0.49196,0.491417,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide038.jpeg,control,Slide038.jpeg,control_tool,4.86,1.557,2.36,1.87,9.11,17.39,9.11,17.28,1,0,0,0,0,4.95,1.687,2.19,1.83,8.71,17.71,9.05,17.46,1,0,0,0,0,4.57,1.134,2.86,2.04,10.29,17.67,9.29,18.09,1,0,0,0,0,0.101,0.197,0.366,0.161,0.508,0.233,0.84259,0.491421,3,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide099.jpeg,control,Slide099.jpeg,control_tool_hand_complex,4.78,1.251,2.7,2.13,9.93,19.89,9.37,17.55,1,0,0,0,0,4.55,1.234,2.6,2.01,12.4,22.65,11.5,19.96,1,0,0,0,0,5.43,1.134,3,2.58,2.86,3.39,3.29,3.68,1,0,0,0,0,0.202,0.253,0.337,0.226,0.641,0.261,0.0818,0.498654,5,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide107.jpeg,control,Slide107.jpeg,control_tool_face,5.04,1.055,2.74,1.95,12.52,19.21,13.11,19.2,1,0,0,0,0,5.05,1.234,2.75,1.94,12.25,20.11,12.8,20.02,1,0,0,0,0,5,0,2.71,2.14,13.29,17.81,14,18.09,1,0,0,0,0,0.404,0.304,0.294,0.258,0.53,0.313,0.90035,0.499352,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide111.jpeg,control,Slide111.jpeg,control_tool_face,4.93,0.874,2.7,2.13,12.59,22.71,11.37,22.41,0.96296,0,0.03704,0,0.03704,4.8,0.894,2.55,1.88,11.9,20.31,8.75,17.96,1,0,0,0,0,5.29,0.756,3.14,2.85,14.57,30.38,18.86,32.66,0.85714,0,0.14286,0,0.14286,0.456,0.342,0.307,0.224,0.357,0.296,0.83416,0.503834,6,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide112.jpeg,opioid,Slide112.jpeg,opioid_face_activities,4.37,1.822,4.67,2.66,90.81,12.46,91.85,11.8,0,0.07407,0.44444,0.48148,0.37037,4.4,1.729,4.85,2.56,90.85,13.67,91.65,13.08,0,0,0.6,0.4,0.6,4.29,2.215,4.14,3.08,90.71,8.99,92.43,7.85,0,0.28571,0,0.7143,-0.28571,0.571,0.297,0.214,0.144,0.347,0.303,0.97668,0.504446,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide030.jpeg,control,Slide030.jpeg,control_objects_hand,5.04,1.815,2.43,2.18,10.64,23.27,13.54,22.93,0.96429,0,0,0.03571,0,5.19,1.887,2.52,2.29,13.38,26.42,16.57,25.68,0.95238,0,0,0.04762,0,4.57,1.618,2.14,1.95,2.43,2.57,4.43,6.35,1,0,0,0,0,0.233,0.354,0.307,0.215,0.497,0.279,0.07492,0.508147,2,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide089.jpeg,control,Slide089.jpeg,control_tool_hand_complex,4.85,0.818,2.33,1.82,7.7,15.86,7.19,15.68,1,0,0,0,0,4.8,0.951,2.5,1.91,8.75,18.08,8.75,17.94,1,0,0,0,0,5,0,1.86,1.57,4.71,6.42,2.71,3.82,1,0,0,0,0,0.244,0.244,0.359,0.169,0.226,0.206,0.40021,0.510293,5,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide105.jpeg,control,Slide105.jpeg,control_tool_face,4.86,1.671,2.14,1.78,8.32,20.67,10.86,22.29,1,0,0,0,0,4.81,1.94,1.9,1.67,4.81,11.62,8.71,15.75,1,0,0,0,0,5,0,2.86,2.04,18.86,36.05,17.29,36.66,1,0,0,0,0,0.343,0.326,0.291,0.195,0.432,0.203,0.34743,0.510554,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide112.jpeg,control,Slide112.jpeg,control_tool_face,4.7,1.068,2.56,1.93,7.56,15.85,11.19,17.57,1,0,0,0,0,4.6,1.231,2.65,1.98,8.35,18.03,13.15,19.82,1,0,0,0,0,5,0,2.29,1.89,5.29,7.2,5.57,6.6,1,0,0,0,0,0.374,0.306,0.286,0.232,0.528,0.274,0.53463,0.511256,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide108.jpeg,control,Slide108.jpeg,control_tool_face,4.81,1.178,2.63,2,9.11,17.85,9.89,17.55,1,0,0,0,0,4.75,1.372,2.6,2.01,8.35,18.01,9.2,17.82,1,0,0,0,0,5,0,2.71,2.14,11.29,18.6,11.86,17.98,1,0,0,0,0,0.389,0.402,0.279,0.22,0.516,0.287,0.72444,0.520218,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide025.jpeg,control,Slide025.jpeg,control_objects_hand,4.89,1.155,2.89,2.21,10.78,22.01,10.93,22.29,0.96296,0,0.03704,0,0.03704,4.7,1.129,2.8,2.02,9.6,18.15,8.6,17.9,1,0,0,0,0,5.43,1.134,3.14,2.85,14.14,32.22,17.57,32.69,0.85714,0,0.14286,0,0.14286,0.104,0.215,0.354,0.178,0.63,0.287,0.73327,0.521832,2,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide021.jpeg,control,Slide021.jpeg,control_objects_hand,4.96,1.427,2.39,1.81,11.43,21.41,12.18,21.84,0.96429,0.03571,0,0,-0.03571,5,1.643,2,1.55,7.95,17.64,9.48,17.59,1,0,0,0,0,4.86,0.378,3.57,2.15,21.86,29.25,20.29,31.82,0.85714,0.14286,0,0,-0.14286,0.428,0.329,0.273,0.12,0.522,0.254,0.27118,0.529797,2,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide028.jpeg,opioid,Slide028.jpeg,opioid_hand,4.44,1.368,4.07,2.37,80.81,21.16,83.07,21.29,0,0.44444,0.25926,0.2963,-0.18519,4.4,1.536,4.2,2.33,79.75,22.29,81.35,22.53,0,0.5,0.2,0.3,-0.3,4.57,0.787,3.71,2.63,83.86,18.75,88,17.85,0,0.28571,0.42857,0.2857,0.14286,0.433,0.456,0.106,0.105,0.492,0.168,0.64366,0.535989,2,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide024.jpeg,control,Slide024.jpeg,control_objects_hand,5.19,1.039,2.7,2.25,7.37,15.71,8.33,15.73,1,0,0,0,0,5.1,1.021,3.05,2.39,8.6,18.07,9.05,17.98,1,0,0,0,0,5.43,1.134,1.71,1.5,3.86,3.98,6.29,6.47,1,0,0,0,0,0.387,0.285,0.261,0.133,0.504,0.258,0.28256,0.546306,2,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide100.jpeg,control,Slide100.jpeg,control_tool_hand_complex,4.78,1.155,2.33,1.92,8.85,17.64,16.37,24.97,1,0,0,0,0,4.7,1.342,2.4,1.96,10.9,20.12,20.05,27.94,1,0,0,0,0,5,0,2.14,1.95,3,3.65,5.86,7.56,1,0,0,0,0,0.257,0.275,0.274,0.178,0.601,0.212,0.1072,0.557726,5,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide091.jpeg,control,Slide091.jpeg,control_tool_hand_complex,5.11,1.771,2.14,1.8,5.5,11.81,7.96,15.56,1,0,0,0,0,5.14,2.056,2.14,1.8,5.76,13.31,7.1,14.86,1,0,0,0,0,5,0,2.14,1.95,4.71,6.05,10.57,18.51,1,0,0,0,0,0.14,0.232,0.298,0.163,0.485,0.269,0.77934,0.560629,5,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide005.jpeg,opioid,Slide005.jpeg,opioid,4.43,1.814,4.89,2.53,87.61,20.78,90.32,19.59,0,0.5,0.10714,0.39286,-0.39286,4.67,1.683,5.19,2.27,86.05,22.86,88.95,22.33,0,0.47619,0.09524,0.42857,-0.38095,3.71,2.138,4,3.21,92.29,12.93,94.43,6.24,0,0.57143,0.14286,0.2857,-0.42857,0.582,0.124,0.149,0.098,0.495,0.331,0.38299,0.56975,1,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide023.jpeg,opioid,Slide023.jpeg,opioid_hand,4.93,1.654,4.32,2.71,87.68,16.4,86.21,17.46,0,0,0.96429,0.03571,0.96429,5.24,1.411,4.62,2.62,87.19,17.62,86.95,17.55,0,0,0.95238,0.04762,0.95238,4,2.082,3.43,2.99,89.14,13.09,84,18.38,0,0,1,0,1,0.493,0.236,0.2,0.116,0.853,0.102,0.76004,0.570458,2,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide023.jpeg,control,Slide023.jpeg,control_objects_hand,5.04,1.774,2.54,2.12,9.18,20.78,8.79,19.86,0.96429,0.03571,0,0,-0.03571,4.9,1.947,1.95,1.66,3.67,10.98,7.05,14.97,1,0,0,0,0,5.43,1.134,4.29,2.5,25.71,33.41,14,31.39,0.85714,0.14286,0,0,-0.14286,0.533,0.316,0.257,0.205,0.453,0.247,0.13373,0.571947,2,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide043.jpeg,control,Slide043.jpeg,control_tool,4.89,1.343,2.39,1.87,8.64,17.34,10.21,17.32,1,0,0,0,0,4.86,1.558,2.43,1.91,8.38,17.52,10.38,17.49,1,0,0,0,0,5,0,2.29,1.89,9.43,18.15,9.71,18.16,1,0,0,0,0,0.613,0.226,0.336,0.245,0.201,0.155,0.89651,0.575666,3,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide033.jpeg,control,Slide033.jpeg,control_tool,4.78,1.155,2.52,1.95,7.78,15.89,10.81,17.63,1,0,0,0,0,4.6,1.231,2.65,1.98,8.35,18.06,12.15,19.99,1,0,0,0,0,5.29,0.756,2.14,1.95,6.14,7.52,7,7.62,1,0,0,0,0,0.617,0.204,0.317,0.184,0.241,0.348,0.65886,0.580659,3,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide096.jpeg,control,Slide096.jpeg,control_tool_hand_complex,4.96,1.453,2.57,1.89,13.21,24.78,12.61,19.45,1,0,0,0,0,4.95,1.687,2.62,1.96,9.52,18.61,13.57,20.21,1,0,0,0,0,5,0,2.43,1.81,24.29,37.67,9.71,18.12,1,0,0,0,0,0.128,0.162,0.321,0.28,0.738,0.17,0.35192,0.591669,5,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide032.jpeg,control,Slide032.jpeg,control_objects_hand,4.63,1.363,2.63,2.08,15.15,22.94,15,23.82,0.96296,0,0.03704,0,0.03704,4.4,1.465,2.4,1.96,14.05,21.58,13.5,21.67,1,0,0,0,0,5.29,0.756,3.29,2.43,18.29,28.12,19.29,30.7,0.85714,0,0.14286,0,0.14286,0.374,0.371,0.233,0.113,0.562,0.272,0.72542,0.592809,2,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide092.jpeg,control,Slide092.jpeg,control_tool_hand_complex,4.48,1.312,2.37,1.9,7.56,15.89,8.74,15.87,1,0,0,0,0,4.4,1.465,2.4,1.96,8.15,18.07,9.35,17.8,1,0,0,0,0,4.71,0.756,2.29,1.89,5.86,7.45,7,9.13,1,0,0,0,0,0.424,0.332,0.221,0.09,0.498,0.244,0.64568,0.607421,5,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide093.jpeg,control,Slide093.jpeg,control_tool_hand_complex,4.93,1.514,2.32,1.81,20.29,33.43,10.96,19.09,1,0,0,0,0,4.95,1.687,2.33,1.83,24.05,36.67,11.95,19.59,1,0,0,0,0,4.86,0.9,2.29,1.89,9,18.64,8,18.61,1,0,0,0,0,0.209,0.256,0.242,0.175,0.606,0.262,0.17277,0.622281,5,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide056.jpeg,control,Slide056.jpeg,control_tool,4.85,1.35,2.26,1.83,6.33,16.03,7.48,15.7,1,0,0,0,0,4.8,1.576,2.45,1.93,7.15,18.46,9,18,1,0,0,0,0,5,0,1.71,1.5,4,5.13,3.14,3.48,1,0,0,0,0,0.087,0.162,0.331,0.152,0.222,0.223,0.49625,0.622814,3,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide055.jpeg,control,Slide055.jpeg,control_tool,4.93,1.412,2.26,1.83,10,18,9.59,17.77,1,0,0,0,0,4.7,1.342,2.45,1.93,9,18.32,8.85,18.04,1,0,0,0,0,5.57,1.512,1.71,1.5,12.86,18.11,11.71,18.21,1,0,0,0,0,0.23,0.332,0.225,0.338,0.463,0.278,0.63847,0.630894,3,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide118.jpeg,control,Slide118.jpeg,control_tool_face,4.89,1.641,2.32,1.89,9.57,17.27,11.96,17.95,1,0,0,0,0,5,1.789,2.24,1.73,9.29,17.57,13.43,19.97,1,0,0,0,0,4.57,1.134,2.57,2.44,10.43,17.65,7.57,9.5,1,0,0,0,0,0.401,0.234,0.201,0.123,0.48,0.263,0.88481,0.638802,6,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide110.jpeg,control,Slide110.jpeg,control_tool_face,4.79,1.729,2.25,1.82,10.61,23.34,11.25,23.15,1,0,0,0,0,4.67,1.653,2.1,1.64,12.81,26.6,13.43,26.42,1,0,0,0,0,5.14,2.035,2.71,2.36,4,4.97,4.71,4.31,1,0,0,0,0,0.238,0.249,0.244,0.172,0.741,0.222,0.16188,0.655861,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide008.jpeg,control,Slide008.jpeg,control_objects,4.81,1.241,3.37,2.32,12.74,22.41,14.15,23.59,0.96296,0,0.03704,0,0.03704,4.6,1.231,3.05,2.24,9.45,18.01,9.4,17.91,1,0,0,0,0,5.43,1.134,4.29,2.5,22.14,31.78,27.71,33.25,0.85714,0,0.14286,0,0.14286,0.289,0.261,0.192,0.158,0.491,0.236,0.34808,0.665266,1,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide119.jpeg,control,Slide119.jpeg,control_tool_face,4.79,1.572,2.14,2.01,8.32,21.29,10.29,22.22,0.96429,0,0,0.03571,0,4.62,1.746,1.76,1.61,6.1,15.04,8.9,18.69,1,0,0,0,0,5.29,0.756,3.29,2.75,15,34.87,14.43,32.11,0.85714,0,0,0.1429,0,0.373,0.395,0.201,0.203,0.709,0.281,0.5337,0.682811,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide115.jpeg,control,Slide115.jpeg,control_tool_face,4.78,0.847,2.52,1.95,17.93,27.47,20.56,27.33,0.92593,0.07407,0,0,-0.07407,4.7,0.979,2.45,1.93,13.65,27.02,16.6,26.79,1,0,0,0,0,5,0,2.71,2.14,30.14,26.89,31.86,27.61,0.71429,0.28571,0,0,-0.28571,0.261,0.268,0.199,0.188,0.651,0.262,0.19166,0.683723,6,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide003.jpeg,opioid,Slide003.jpeg,opioid,4.64,1.81,4.46,2.76,89.25,13.92,94.11,11.11,0.03571,0.42857,0.03571,0.5,-0.39286,4.9,1.64,4.71,2.65,88.95,14.16,94.14,12.5,0,0.52381,0,0.47619,-0.52381,3.86,2.193,3.71,3.15,90.14,14.24,94,5.86,0.14286,0.14286,0.14286,0.5714,0,0.646,0.236,0.123,0.075,0.328,0.256,0.85163,0.686829,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide014.jpeg,opioid,Slide014.jpeg,opioid,4.46,1.972,4.57,2.95,89.46,15.02,90.11,15.05,0,0,0.53571,0.46429,0.53571,4.52,2.04,4.81,2.96,89.38,16.26,88.48,16.96,0,0,0.52381,0.47619,0.52381,4.29,1.89,3.86,3.02,89.71,11.59,95,4.8,0,0,0.57143,0.4286,0.57143,0.171,0.321,0.043,0.151,0.157,0.293,0.95364,0.691539,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide117.jpeg,control,Slide117.jpeg,control_tool_face,4.89,0.577,2.56,1.93,9.81,18.02,10.81,17.78,1,0,0,0,0,4.85,0.671,2.5,1.91,11.4,20.01,12.6,19.89,1,0,0,0,0,5,0,2.71,2.14,5.29,10.34,5.71,8.69,1,0,0,0,0,0.24,0.244,0.213,0.251,0.716,0.227,0.31527,0.691625,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide037.jpeg,control,Slide037.jpeg,control_tool,4.75,1.691,2.14,1.72,6.46,13.57,7.18,11.09,1,0,0,0,0,4.81,1.861,2.05,1.72,4.57,11.72,7.19,12.29,1,0,0,0,0,4.57,1.134,2.43,1.81,12.14,17.9,7.14,7.06,1,0,0,0,0,0.247,0.298,0.204,0.083,0.719,0.19,0.32663,0.704986,3,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide114.jpeg,control,Slide114.jpeg,control_tool_face,4.75,1.713,2.18,2,14.36,24.63,16.07,23.69,0.89286,0.07143,0,0.03571,-0.07143,4.71,1.821,1.81,1.6,8.95,17.64,11.48,17.57,1,0,0,0,0,4.86,1.464,3.29,2.75,30.57,35.83,29.86,34.65,0.57143,0.28571,0,0.1429,-0.28571,0.32,0.379,0.229,0.254,0.84,0.187,0.16857,0.716441,6,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide045.jpeg,control,Slide045.jpeg,control_tool,4.93,0.385,2.67,1.98,11.59,19.79,12.11,19.49,0.92593,0.03704,0,0.03704,-0.03704,4.9,0.447,2.85,2.01,13.9,21.92,14.45,21.68,0.9,0.05,0,0.05,-0.05,5,0,2.14,1.95,5,10.3,5.43,9.38,1,0,0,0,0,0.647,0.441,0.303,0.231,0.086,0.119,0.16883,0.718214,3,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide034.jpeg,control,Slide034.jpeg,control_tool,5,1.515,2.93,2.14,13.25,22.71,12.79,21.4,0.96429,0.03571,0,0,-0.03571,5,1.761,2.76,2.21,13.48,24.47,15.48,23.86,0.95238,0.04762,0,0,-0.04762,5,0,3.43,1.99,12.57,17.98,4.71,7.87,1,0,0,0,0,0.292,0.208,0.227,0.11,0.163,0.22,0.9181,0.722762,3,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide068.jpeg,control,Slide068.jpeg,control_tool,5,1.515,2.79,1.97,11.68,20.86,13.32,19.68,0.96429,0.03571,0,0,-0.03571,5.05,1.746,2.52,1.89,12.24,21.64,14.71,21.95,0.95238,0.04762,0,0,-0.04762,4.86,0.378,3.57,2.15,10,19.8,9.14,10.49,1,0,0,0,0,0.133,0.249,0.19,0.384,0.54,0.097,0.80491,0.728989,3,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide026.jpeg,control,Slide026.jpeg,control_objects_hand,4.93,1.386,2.36,1.93,20,35.34,11.71,21.53,0.96429,0.03571,0,0,-0.03571,4.81,1.537,2.29,1.79,17.1,32.39,10.9,17.67,1,0,0,0,0,5.29,0.756,2.57,2.44,28.71,44.77,14.14,32.18,0.85714,0.14286,0,0,-0.14286,0.358,0.291,0.151,0.123,0.588,0.226,0.54363,0.730309,2,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide095.jpeg,control,Slide095.jpeg,control_tool_hand_complex,4.85,0.77,2.81,2,15.81,26.56,12.11,18.99,1,0,0,0,0,4.8,0.894,2.85,2.01,13.1,21.88,11.85,19.77,1,0,0,0,0,5,0,2.71,2.14,23.57,38.04,12.86,17.99,1,0,0,0,0,0.095,0.086,0.238,0.209,0.743,0.136,0.51144,0.732718,5,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide004.jpeg,opioid,Slide004.jpeg,opioid,4.48,2.007,4.59,2.85,89.74,15.26,90.22,15.42,0,0.2963,0.2963,0.40741,0,4.6,2.062,4.7,2.79,88.85,17.03,88.9,17.5,0,0.3,0.2,0.5,-0.1,4.14,1.952,4.29,3.2,92.29,8.98,94,6.11,0,0.28571,0.57143,0.1429,0.28571,0.118,0.248,0.031,0.083,0.133,0.218,0.50805,0.732774,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide012.jpeg,opioid,Slide012.jpeg,opioid,4.21,1.969,4.46,2.85,85.93,21.82,89.18,22.23,0,0,0.46429,0.53571,0.46429,4.29,1.901,4.9,2.86,85.05,24.04,86.95,25.18,0,0,0.47619,0.52381,0.47619,4,2.309,3.14,2.54,88.57,14.3,95.86,6.44,0,0,0.42857,0.5714,0.42857,0.166,0.313,0.027,0.119,0.125,0.243,0.6456,0.73931,1,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide113.jpeg,control,Slide113.jpeg,control_tool_face,4.96,1.551,2.79,2.27,10,19.09,9.93,19.33,0.92857,0.07143,0,0,-0.07143,4.95,1.802,2.76,2.3,8.52,15.56,9.05,17.45,0.95238,0.04762,0,0,-0.04762,5,0,2.86,2.34,14.43,28.33,12.57,25.59,0.85714,0.14286,0,0,-0.14286,0.087,0.048,0.224,0.197,0.698,0.222,0.61483,0.739349,6,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide077.jpeg,control,Slide077.jpeg,control_tool_hand_simple,5.21,1.228,2.75,2.2,16.96,28.1,16.57,27.46,0.96429,0,0.03571,0,0.03571,5.19,1.365,2.62,2.16,15.33,26.86,14.67,25.49,1,0,0,0,0,5.29,0.756,3.14,2.48,21.86,33.34,22.29,34.32,0.85714,0,0.14286,0,0.14286,0.367,0.259,0.157,0.174,0.699,0.194,0.65027,0.751339,4,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide120.jpeg,control,Slide120.jpeg,control_tool_face,4.82,1.786,2.54,1.9,6.89,15.5,7.64,15.35,1,0,0,0,0,4.9,1.972,2.24,1.81,7.95,17.75,9.24,17.44,1,0,0,0,0,4.57,1.134,3.43,1.99,3.71,3.86,2.86,3.18,1,0,0,0,0,0.496,0.303,0.158,0.151,0.695,0.271,0.31596,0.756205,6,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
